Date,Product_ID,Product_Name,Category,Warehouse,Units_Sold,Inventory_Left,Price,Demand_Forecast
2024-06-13,P018,Product_18,Electronics,W2,24,79,713.76,26
2024-06-13,P019,Product_19,Electronics,W3,10,80,476.46,12
2024-06-13,P020,Product_20,Groceries,W2,19,90,43.47,15
2024-06-13,P021,Product_21,Stationery,W2,25,68,103.17,11
2024-06-13,P022,Product_22,Stationery,W2,26,80,49.41,31
2024-06-13,P023,Product_23,Clothing,W1,9,86,266.34,14
2024-06-13,P024,Product_24,Clothing,W3,36,56,200.53,33
2024-06-13,P025,Product_25,Groceries,W1,4,97,22.86,10
2024-06-13,P026,Product_26,Clothing,W2,33,76,216.12,35
2024-06-13,P027,Product_27,Clothing,W1,24,70,249.92,34
2024-06-13,P028,Product_28,Stationery,W2,34,63,69.39,29
2024-06-13,P029,Product_29,Electronics,W1,22,74,932.98,32
2024-06-13,P030,Product_30,Clothing,W2,39,53,244.21,37
2024-06-13,P031,Product_31,Groceries,W3,31,60,60.75,33
2024-06-13,P032,Product_32,Clothing,W2,20,71,139.32,18
2024-06-13,P033,Product_33,Clothing,W3,37,58,49.44,22
2024-06-13,P034,Product_34,Groceries,W1,22,71,91.08,17
2024-06-13,P035,Product_35,Stationery,W3,34,66,40.2,39
2024-06-13,P036,Product_36,Stationery,W3,37,65,11.15,27
2024-06-13,P037,Product_37,Stationery,W2,26,78,14.3,25
2024-06-13,P038,Product_38,Stationery,W1,25,80,45.94,21
2024-06-13,P039,Product_39,Electronics,W3,17,92,655.25,31
2024-06-13,P040,Product_40,Stationery,W2,1,100,110.64,13
2024-06-13,P041,Product_41,Groceries,W2,30,77,52.77,27
2024-06-13,P042,Product_42,Clothing,W1,6,90,260.59,16
2024-06-13,P043,Product_43,Stationery,W3,8,88,41.3,16
2024-06-13,P044,Product_44,Groceries,W1,24,84,51.04,25
2024-06-13,P045,Product_45,Groceries,W3,34,72,35.18,36
2024-06-13,P046,Product_46,Clothing,W3,37,66,273.7,39
2024-06-13,P047,Product_47,Groceries,W2,29,73,88.87,30
2024-06-13,P048,Product_48,Clothing,W3,18,73,265.21,25
2024-06-13,P049,Product_49,Groceries,W3,4,103,64.29,10
2024-06-13,P050,Product_50,Electronics,W1,4,96,220.06,11
2024-06-14,P001,Product_1,Groceries,W3,11,96,51.61,14
2024-06-14,P002,Product_2,Electronics,W2,5,85,211.27,18
2024-06-14,P003,Product_3,Stationery,W2,30,76,130.73,23
2024-06-14,P004,Product_4,Stationery,W2,40,66,123.34,37
2024-06-14,P005,Product_5,Electronics,W1,11,94,466.91,17
2024-06-14,P006,Product_6,Electronics,W3,22,77,541.59,22
2024-06-14,P007,Product_7,Stationery,W2,8,88,129.48,10
2024-06-14,P008,Product_8,Electronics,W1,39,51,993.34,28
2024-06-14,P009,Product_9,Stationery,W2,22,72,141.31,39
2024-06-14,P010,Product_10,Electronics,W1,28,72,991.63,24
2024-06-14,P011,Product_11,Clothing,W2,16,78,286.2,24
2024-06-14,P012,Product_12,Clothing,W1,48,42,66.68,38
2024-06-14,P013,Product_13,Clothing,W2,20,89,133.77,22
2024-06-14,P014,Product_14,Electronics,W3,39,55,767.63,39
2024-06-14,P015,Product_15,Stationery,W3,17,81,39.39,11
2024-06-14,P016,Product_16,Clothing,W1,18,77,200.59,12
2024-06-14,P017,Product_17,Electronics,W2,30,74,512.88,19
2024-06-14,P018,Product_18,Electronics,W1,15,81,258.91,14
2024-06-14,P019,Product_19,Groceries,W3,23,70,81.18,18
2024-06-14,P020,Product_20,Clothing,W2,16,83,171.71,13
2024-06-14,P021,Product_21,Stationery,W1,47,50,75.49,35
2024-06-14,P022,Product_22,Groceries,W3,14,89,73.73,21
2024-06-14,P023,Product_23,Stationery,W1,12,88,25.52,11
2024-06-14,P024,Product_24,Clothing,W3,15,85,148.62,18
2024-06-14,P025,Product_25,Clothing,W2,18,81,107.69,22
2024-06-14,P026,Product_26,Electronics,W2,21,79,529.08,25
2024-06-14,P027,Product_27,Clothing,W1,31,72,168.5,36
2024-06-14,P028,Product_28,Clothing,W3,23,86,290.09,16
2024-06-14,P029,Product_29,Electronics,W3,31,74,878.72,38
2024-06-14,P030,Product_30,Stationery,W2,21,85,83.22,11
2024-06-14,P031,Product_31,Stationery,W1,18,74,27.53,23
2024-06-14,P032,Product_32,Clothing,W1,22,81,173.24,20
2024-06-14,P033,Product_33,Stationery,W2,27,67,44.57,29
2024-06-14,P034,Product_34,Stationery,W3,24,85,90.42,29
2024-06-14,P035,Product_35,Electronics,W2,26,64,503.59,31
2024-06-14,P036,Product_36,Electronics,W3,33,60,777.06,38
2024-06-14,P037,Product_37,Electronics,W3,6,102,324.92,20
2024-06-14,P038,Product_38,Groceries,W2,22,87,43.84,24
2024-06-14,P039,Product_39,Stationery,W1,32,67,115.51,32
2024-06-14,P040,Product_40,Groceries,W1,19,89,28.48,25
2024-06-14,P041,Product_41,Clothing,W1,22,76,234.95,29
2024-06-14,P042,Product_42,Groceries,W2,40,63,28.44,36
2024-06-14,P043,Product_43,Stationery,W1,34,60,128.88,36
2024-06-14,P044,Product_44,Stationery,W2,34,64,43.93,31
2024-06-14,P045,Product_45,Stationery,W2,7,91,36.95,14
2024-06-14,P046,Product_46,Clothing,W1,31,68,75.31,12
2024-06-14,P047,Product_47,Clothing,W1,16,75,219.76,24
2024-06-14,P048,Product_48,Stationery,W2,21,84,122.37,32
2024-06-14,P049,Product_49,Clothing,W3,20,82,32.45,23
2024-06-14,P050,Product_50,Clothing,W2,38,54,211.99,31
2024-06-15,P001,Product_1,Electronics,W2,37,69,256.13,44
2024-06-15,P002,Product_2,Groceries,W1,23,71,39.84,21
2024-06-15,P003,Product_3,Stationery,W2,37,69,22.22,40
2024-06-15,P004,Product_4,Electronics,W2,51,49,258.07,42
2024-06-15,P005,Product_5,Clothing,W2,40,57,67.94,39
2024-06-15,P006,Product_6,Groceries,W3,29,75,80.95,47
2024-06-15,P007,Product_7,Stationery,W3,27,69,119.59,30
2024-06-15,P008,Product_8,Groceries,W2,44,53,58.42,59
2024-06-15,P009,Product_9,Stationery,W3,6,84,60.01,21
2024-06-15,P010,Product_10,Stationery,W3,57,35,91.36,57
2024-06-15,P011,Product_11,Stationery,W1,59,48,111.82,58
2024-06-15,P012,Product_12,Electronics,W3,45,61,533.43,49
2024-06-15,P013,Product_13,Electronics,W1,49,58,841.99,39
2024-06-15,P014,Product_14,Clothing,W3,37,59,59.21,32
2024-06-15,P015,Product_15,Stationery,W3,53,52,59.09,53
2024-06-15,P016,Product_16,Groceries,W1,32,68,77.76,42
2024-06-15,P017,Product_17,Electronics,W2,68,35,664.15,59
2024-06-15,P018,Product_18,Electronics,W2,59,50,200.41,58
2024-06-15,P019,Product_19,Clothing,W3,45,51,56.73,50
2024-06-15,P020,Product_20,Stationery,W3,27,79,69.92,28
2024-06-15,P021,Product_21,Clothing,W3,20,88,140.08,20
2024-06-15,P022,Product_22,Groceries,W2,53,43,39.48,32
2024-06-15,P023,Product_23,Stationery,W2,49,45,37.22,53
2024-06-15,P024,Product_24,Stationery,W3,25,74,118.95,32
2024-06-15,P025,Product_25,Stationery,W2,19,71,92.74,33
2024-06-15,P026,Product_26,Groceries,W3,19,80,33.42,26
2024-06-15,P027,Product_27,Groceries,W3,43,59,22.98,35
2024-06-15,P028,Product_28,Groceries,W3,28,68,28.72,23
2024-06-15,P029,Product_29,Groceries,W2,27,73,98.54,24
2024-06-15,P030,Product_30,Electronics,W3,34,60,601.09,49
2024-06-15,P031,Product_31,Groceries,W1,56,52,51.22,58
2024-06-15,P032,Product_32,Electronics,W3,30,71,907.81,25
2024-06-15,P033,Product_33,Groceries,W1,57,45,49.03,54
2024-06-15,P034,Product_34,Groceries,W1,56,53,13.25,51
2024-06-15,P035,Product_35,Stationery,W2,38,70,55.51,24
2024-06-15,P036,Product_36,Stationery,W1,29,76,143.31,21
2024-06-15,P037,Product_37,Groceries,W2,40,55,10.63,36
2024-06-15,P038,Product_38,Stationery,W1,27,66,118.57,22
2024-06-15,P039,Product_39,Electronics,W3,63,46,571.57,59
2024-06-15,P040,Product_40,Clothing,W3,31,65,96.48,41
2024-06-15,P041,Product_41,Stationery,W1,37,63,38.05,22
2024-06-15,P042,Product_42,Stationery,W3,45,50,100.84,45
2024-06-15,P043,Product_43,Stationery,W1,28,64,13.68,26
2024-06-15,P044,Product_44,Groceries,W3,38,52,95.74,33
2024-06-15,P045,Product_45,Stationery,W2,19,86,45.36,24
2024-06-15,P046,Product_46,Electronics,W2,54,46,257.95,59
2024-06-15,P047,Product_47,Groceries,W1,46,47,96.24,36
2024-06-15,P048,Product_48,Electronics,W3,36,55,921.39,32
2024-06-15,P049,Product_49,Clothing,W1,39,68,237.08,35
2024-06-15,P050,Product_50,Stationery,W1,58,37,49.75,56
2024-06-16,P001,Product_1,Stationery,W2,53,54,60.05,43
2024-06-16,P002,Product_2,Clothing,W3,45,57,65.32,39
2024-06-16,P003,Product_3,Groceries,W1,41,52,24.78,42
2024-06-16,P004,Product_4,Groceries,W2,57,36,93.82,59
2024-06-16,P005,Product_5,Stationery,W1,39,67,34.42,36
2024-06-16,P006,Product_6,Clothing,W1,42,62,49.94,39
2024-06-16,P007,Product_7,Clothing,W2,40,60,194.01,34
2024-06-16,P008,Product_8,Stationery,W2,54,41,97.0,57
2024-06-16,P009,Product_9,Stationery,W3,32,71,51.21,33
2024-06-16,P010,Product_10,Clothing,W1,57,46,238.48,52
2024-06-16,P011,Product_11,Electronics,W3,37,53,783.07,32
2024-06-16,P012,Product_12,Stationery,W2,37,56,48.38,35
2024-06-16,P013,Product_13,Groceries,W1,45,54,50.51,39
2024-06-16,P014,Product_14,Electronics,W3,27,64,367.76,29
2024-06-16,P015,Product_15,Clothing,W1,45,61,254.12,27
2024-06-16,P016,Product_16,Clothing,W1,22,71,148.47,29
2024-06-16,P017,Product_17,Groceries,W1,36,65,74.41,41
2024-06-16,P018,Product_18,Stationery,W2,23,78,15.89,30
2024-06-16,P019,Product_19,Stationery,W1,35,60,100.78,32
2024-06-16,P020,Product_20,Clothing,W2,37,66,61.86,39
2024-06-16,P021,Product_21,Clothing,W2,21,83,33.69,34
2024-06-16,P022,Product_22,Stationery,W2,29,61,31.81,28
2024-06-16,P023,Product_23,Stationery,W3,50,50,98.61,54
2024-06-16,P024,Product_24,Electronics,W1,40,55,985.32,32
2024-06-16,P025,Product_25,Groceries,W3,34,67,32.78,27
2024-06-16,P026,Product_26,Groceries,W3,36,64,54.47,39
2024-06-16,P027,Product_27,Electronics,W1,53,43,522.81,57
2024-06-16,P028,Product_28,Groceries,W3,28,64,43.18,31
2024-06-16,P029,Product_29,Stationery,W1,23,81,53.44,21
2024-06-16,P030,Product_30,Electronics,W3,23,81,423.67,24
2024-06-16,P031,Product_31,Clothing,W1,9,99,131.06,21
2024-06-16,P032,Product_32,Groceries,W3,32,58,6.75,25
2024-06-16,P033,Product_33,Stationery,W2,36,57,113.67,27
2024-06-16,P034,Product_34,Electronics,W1,30,73,873.94,25
2024-06-16,P035,Product_35,Stationery,W3,20,87,54.14,22
2024-06-16,P036,Product_36,Groceries,W1,51,41,92.17,53
2024-06-16,P037,Product_37,Stationery,W1,40,54,90.48,40
2024-06-16,P038,Product_38,Clothing,W1,45,58,249.77,55
2024-06-16,P039,Product_39,Clothing,W1,46,46,284.92,39
2024-06-16,P040,Product_40,Clothing,W2,62,35,116.93,50
2024-06-16,P041,Product_41,Groceries,W1,59,45,49.26,57
2024-06-16,P042,Product_42,Groceries,W3,27,73,24.56,39
2024-06-16,P043,Product_43,Stationery,W1,29,79,131.6,45
2024-06-16,P044,Product_44,Groceries,W1,52,57,90.14,46
2024-06-16,P045,Product_45,Electronics,W3,44,63,456.27,45
2024-06-16,P046,Product_46,Groceries,W3,28,78,23.46,35
2024-06-16,P047,Product_47,Clothing,W3,55,37,183.9,55
2024-06-16,P048,Product_48,Groceries,W1,17,81,12.38,21
2024-06-16,P049,Product_49,Electronics,W1,33,58,311.32,27
2024-06-16,P050,Product_50,Clothing,W1,34,73,108.32,37
2024-06-17,P001,Product_1,Stationery,W1,19,82,129.14,18
2024-06-17,P002,Product_2,Groceries,W2,28,73,81.98,17
2024-06-17,P003,Product_3,Electronics,W1,24,66,324.67,15
2024-06-17,P004,Product_4,Groceries,W1,26,67,95.04,32
2024-06-17,P005,Product_5,Stationery,W3,22,81,98.05,20
2024-06-17,P006,Product_6,Clothing,W3,10,81,77.24,14
2024-06-17,P007,Product_7,Groceries,W3,20,81,48.71,21
2024-06-17,P008,Product_8,Electronics,W3,7,99,649.63,17
2024-06-17,P009,Product_9,Groceries,W1,16,92,51.13,23
2024-06-17,P010,Product_10,Groceries,W1,9,87,44.45,17
2024-06-17,P011,Product_11,Groceries,W3,29,71,33.33,20
2024-06-17,P012,Product_12,Stationery,W3,18,75,59.28,27
2024-06-17,P013,Product_13,Clothing,W2,24,74,101.53,26
2024-06-17,P014,Product_14,Stationery,W1,21,73,128.02,13
2024-06-17,P015,Product_15,Groceries,W2,31,62,65.72,27
2024-06-17,P016,Product_16,Clothing,W1,26,72,41.24,24
2024-06-17,P017,Product_17,Clothing,W3,36,65,61.95,35
2024-06-17,P018,Product_18,Stationery,W3,7,95,40.45,16
2024-06-17,P019,Product_19,Stationery,W1,28,77,20.67,37
2024-06-17,P020,Product_20,Clothing,W2,20,80,45.14,36
2024-06-17,P021,Product_21,Groceries,W1,12,91,14.93,27
2024-06-17,P022,Product_22,Clothing,W3,32,67,33.6,27
2024-06-17,P023,Product_23,Stationery,W2,12,84,31.12,14
2024-06-17,P024,Product_24,Stationery,W1,24,72,110.38,22
2024-06-17,P025,Product_25,Stationery,W2,16,92,19.58,21
2024-06-17,P026,Product_26,Groceries,W3,38,57,87.55,36
2024-06-17,P027,Product_27,Electronics,W2,37,61,588.1,34
2024-06-17,P028,Product_28,Groceries,W1,14,82,63.42,10
2024-06-17,P029,Product_29,Stationery,W1,21,71,13.34,11
2024-06-17,P030,Product_30,Stationery,W1,30,77,87.2,35
2024-06-17,P031,Product_31,Clothing,W3,13,78,282.48,14
2024-06-17,P032,Product_32,Electronics,W1,9,88,876.99,10
2024-06-17,P033,Product_33,Electronics,W2,0,92,508.55,13
2024-06-17,P034,Product_34,Stationery,W3,33,75,74.09,30
2024-06-17,P035,Product_35,Groceries,W2,6,96,48.02,12
2024-06-17,P036,Product_36,Clothing,W3,24,68,141.0,31
2024-06-17,P037,Product_37,Clothing,W2,4,103,166.12,20
2024-06-17,P038,Product_38,Electronics,W3,21,82,749.06,25
2024-06-17,P039,Product_39,Clothing,W1,24,67,91.96,34
2024-06-17,P040,Product_40,Electronics,W1,26,77,507.85,21
2024-06-17,P041,Product_41,Stationery,W3,28,72,123.17,27
2024-06-17,P042,Product_42,Stationery,W1,28,76,146.08,34
2024-06-17,P043,Product_43,Electronics,W2,12,90,557.02,15
2024-06-17,P044,Product_44,Clothing,W1,41,67,220.41,33
2024-06-17,P045,Product_45,Groceries,W1,26,75,94.6,29
2024-06-17,P046,Product_46,Stationery,W2,50,43,37.91,38
2024-06-17,P047,Product_47,Groceries,W1,22,76,68.8,29
2024-06-17,P048,Product_48,Groceries,W3,34,68,50.27,36
2024-06-17,P049,Product_49,Stationery,W2,33,59,146.85,36
2024-06-17,P050,Product_50,Electronics,W1,42,52,333.64,35
2024-06-18,P001,Product_1,Stationery,W1,35,73,94.58,23
2024-06-18,P002,Product_2,Clothing,W2,30,65,81.08,32
2024-06-18,P003,Product_3,Stationery,W2,34,75,95.99,34
2024-06-18,P004,Product_4,Groceries,W1,12,82,27.39,18
2024-06-18,P005,Product_5,Groceries,W3,13,96,99.05,17
2024-06-18,P006,Product_6,Groceries,W3,22,75,66.52,27
2024-06-18,P007,Product_7,Stationery,W2,20,72,67.14,18
2024-06-18,P008,Product_8,Groceries,W1,14,76,91.73,13
2024-06-18,P009,Product_9,Electronics,W2,12,87,845.46,21
2024-06-18,P010,Product_10,Stationery,W3,31,66,95.58,33
2024-06-18,P011,Product_11,Clothing,W1,28,67,166.94,31
2024-06-18,P012,Product_12,Groceries,W2,41,61,19.65,31
2024-06-18,P013,Product_13,Electronics,W3,8,87,767.76,14
2024-06-18,P014,Product_14,Electronics,W1,32,76,712.17,33
2024-06-18,P015,Product_15,Electronics,W1,35,58,703.53,30
2024-06-18,P016,Product_16,Groceries,W3,20,86,89.45,33
2024-06-18,P017,Product_17,Stationery,W1,36,56,54.71,32
2024-06-18,P018,Product_18,Clothing,W2,17,88,238.68,16
2024-06-18,P019,Product_19,Groceries,W1,0,104,72.1,15
2024-06-18,P020,Product_20,Groceries,W3,25,72,34.38,26
2024-06-18,P021,Product_21,Electronics,W1,13,78,339.12,15
2024-06-18,P022,Product_22,Electronics,W2,30,63,765.85,29
2024-06-18,P023,Product_23,Groceries,W1,25,78,37.62,27
2024-06-18,P024,Product_24,Groceries,W1,0,99,52.32,14
2024-06-18,P025,Product_25,Electronics,W1,14,92,497.65,27
2024-06-18,P026,Product_26,Groceries,W2,22,75,43.77,16
2024-06-18,P027,Product_27,Stationery,W1,13,83,87.53,10
2024-06-18,P028,Product_28,Groceries,W3,43,65,15.16,34
2024-06-18,P029,Product_29,Electronics,W2,15,88,240.01,18
2024-06-18,P030,Product_30,Clothing,W3,25,83,171.13,26
2024-06-18,P031,Product_31,Electronics,W1,29,65,734.64,38
2024-06-18,P032,Product_32,Groceries,W1,5,90,83.09,11
2024-06-18,P033,Product_33,Stationery,W3,31,61,31.55,30
2024-06-18,P034,Product_34,Clothing,W1,25,81,31.82,29
2024-06-18,P035,Product_35,Stationery,W2,36,59,53.49,32
2024-06-18,P036,Product_36,Groceries,W1,31,68,44.76,32
2024-06-18,P037,Product_37,Clothing,W2,0,103,258.56,12
2024-06-18,P038,Product_38,Clothing,W2,21,79,268.97,20
2024-06-18,P039,Product_39,Electronics,W2,34,67,707.12,29
2024-06-18,P040,Product_40,Clothing,W1,38,69,253.81,28
2024-06-18,P041,Product_41,Groceries,W2,39,54,48.71,29
2024-06-18,P042,Product_42,Stationery,W3,18,84,126.28,20
2024-06-18,P043,Product_43,Electronics,W1,18,80,831.63,12
2024-06-18,P044,Product_44,Electronics,W1,24,78,527.9,17
2024-06-18,P045,Product_45,Stationery,W1,33,63,130.17,29
2024-06-18,P046,Product_46,Stationery,W1,17,85,58.3,15
2024-06-18,P047,Product_47,Electronics,W2,10,88,798.91,14
2024-06-18,P048,Product_48,Electronics,W3,31,76,945.47,26
2024-06-18,P049,Product_49,Stationery,W2,32,75,135.0,38
2024-06-18,P050,Product_50,Groceries,W2,25,66,33.92,32
2024-06-19,P001,Product_1,Clothing,W1,13,92,235.26,15
2024-06-19,P002,Product_2,Stationery,W2,10,93,64.53,11
2024-06-19,P003,Product_3,Groceries,W3,29,68,81.07,17
2024-06-19,P004,Product_4,Clothing,W2,21,70,181.67,20
2024-06-19,P005,Product_5,Stationery,W2,21,80,26.35,26
2024-06-19,P006,Product_6,Stationery,W2,8,91,39.22,15
2024-06-19,P007,Product_7,Clothing,W2,46,54,184.59,34
2024-06-19,P008,Product_8,Stationery,W2,12,86,131.81,10
2024-06-19,P009,Product_9,Electronics,W1,19,71,636.03,28
2024-06-19,P010,Product_10,Electronics,W3,9,84,271.66,11
2024-06-19,P011,Product_11,Stationery,W1,26,78,79.64,20
2024-06-19,P012,Product_12,Clothing,W2,42,61,299.15,37
2024-06-19,P013,Product_13,Stationery,W1,38,62,89.08,39
2024-06-19,P014,Product_14,Electronics,W1,22,76,228.79,21
2024-06-19,P015,Product_15,Electronics,W2,29,77,415.33,30
2024-06-19,P016,Product_16,Stationery,W1,8,94,136.29,14
2024-06-19,P017,Product_17,Electronics,W1,4,95,342.14,10
2024-06-19,P018,Product_18,Clothing,W2,20,73,196.83,17
2024-06-19,P019,Product_19,Groceries,W1,19,83,86.99,27
2024-06-19,P020,Product_20,Clothing,W1,9,100,246.65,20
2024-06-19,P021,Product_21,Stationery,W2,12,92,27.34,14
2024-06-19,P022,Product_22,Electronics,W2,29,68,953.41,33
2024-06-19,P023,Product_23,Electronics,W2,40,62,397.02,38
2024-06-19,P024,Product_24,Electronics,W1,34,69,776.08,37
2024-06-19,P025,Product_25,Stationery,W1,8,93,33.33,18
2024-06-19,P026,Product_26,Clothing,W2,26,74,130.37,27
2024-06-19,P027,Product_27,Stationery,W2,36,59,134.41,37
2024-06-19,P028,Product_28,Stationery,W2,38,54,104.68,36
2024-06-19,P029,Product_29,Groceries,W2,19,75,84.74,21
2024-06-19,P030,Product_30,Electronics,W3,43,59,236.81,38
2024-06-19,P031,Product_31,Stationery,W1,28,67,54.22,24
2024-06-19,P032,Product_32,Electronics,W3,27,64,874.41,27
2024-06-19,P033,Product_33,Electronics,W1,18,91,444.93,27
2024-06-19,P034,Product_34,Clothing,W2,21,70,220.76,20
2024-06-19,P035,Product_35,Clothing,W3,35,59,180.52,31
2024-06-19,P036,Product_36,Clothing,W2,17,82,116.08,20
2024-06-19,P037,Product_37,Groceries,W3,19,83,64.29,22
2024-06-19,P038,Product_38,Electronics,W2,35,70,275.47,33
2024-06-19,P039,Product_39,Electronics,W1,14,77,464.19,33
2024-06-19,P040,Product_40,Clothing,W2,14,86,101.87,12
2024-06-19,P041,Product_41,Stationery,W2,24,80,67.61,16
2024-06-19,P042,Product_42,Electronics,W1,17,78,788.22,22
2024-06-19,P043,Product_43,Stationery,W1,36,68,82.36,30
2024-06-19,P044,Product_44,Clothing,W1,30,77,272.37,17
2024-06-19,P045,Product_45,Stationery,W2,34,73,147.95,36
2024-06-19,P046,Product_46,Stationery,W1,20,73,29.8,19
2024-06-19,P047,Product_47,Groceries,W1,33,67,91.81,37
2024-06-19,P048,Product_48,Groceries,W2,24,81,43.78,28
2024-06-19,P049,Product_49,Clothing,W3,27,72,287.71,25
2024-06-19,P050,Product_50,Stationery,W2,32,76,138.57,33
2024-06-20,P001,Product_1,Groceries,W3,4,93,37.4,16
2024-06-20,P002,Product_2,Groceries,W1,34,60,73.02,31
2024-06-20,P003,Product_3,Electronics,W2,27,69,555.76,31
2024-06-20,P004,Product_4,Groceries,W3,23,85,93.11,16
2024-06-20,P005,Product_5,Stationery,W3,13,85,120.34,11
2024-06-20,P006,Product_6,Clothing,W2,40,62,256.66,32
2024-06-20,P007,Product_7,Stationery,W1,28,64,67.45,19
2024-06-20,P008,Product_8,Stationery,W3,31,68,146.67,33
2024-06-20,P009,Product_9,Stationery,W3,31,59,33.39,27
2024-06-20,P010,Product_10,Groceries,W2,21,87,15.74,26
2024-06-20,P011,Product_11,Electronics,W3,37,60,890.43,29
2024-06-20,P012,Product_12,Clothing,W3,28,65,178.23,32
2024-06-20,P013,Product_13,Clothing,W1,28,63,239.12,24
2024-06-20,P014,Product_14,Electronics,W3,23,84,270.55,11
2024-06-20,P015,Product_15,Stationery,W1,19,88,104.69,15
2024-06-20,P016,Product_16,Groceries,W3,20,87,28.17,19
2024-06-20,P017,Product_17,Electronics,W2,21,85,741.38,27
2024-06-20,P018,Product_18,Stationery,W3,34,68,139.08,26
2024-06-20,P019,Product_19,Clothing,W3,12,79,149.39,17
2024-06-20,P020,Product_20,Stationery,W1,39,62,126.07,39
2024-06-20,P021,Product_21,Groceries,W3,32,61,93.2,32
2024-06-20,P022,Product_22,Electronics,W1,25,65,484.88,29
2024-06-20,P023,Product_23,Electronics,W1,9,97,911.31,13
2024-06-20,P024,Product_24,Clothing,W2,37,54,219.34,37
2024-06-20,P025,Product_25,Stationery,W1,14,79,19.19,20
2024-06-20,P026,Product_26,Stationery,W2,28,67,83.21,39
2024-06-20,P027,Product_27,Electronics,W3,38,64,643.94,28
2024-06-20,P028,Product_28,Groceries,W2,16,75,41.23,18
2024-06-20,P029,Product_29,Electronics,W3,4,102,691.54,14
2024-06-20,P030,Product_30,Groceries,W1,43,55,23.45,34
2024-06-20,P031,Product_31,Electronics,W1,19,82,672.53,24
2024-06-20,P032,Product_32,Clothing,W1,32,68,193.25,30
2024-06-20,P033,Product_33,Electronics,W1,41,68,997.42,37
2024-06-20,P034,Product_34,Groceries,W1,2,96,50.76,16
2024-06-20,P035,Product_35,Electronics,W3,14,77,763.75,26
2024-06-20,P036,Product_36,Electronics,W3,5,97,768.82,14
2024-06-20,P037,Product_37,Clothing,W1,22,73,136.11,33
2024-06-20,P038,Product_38,Groceries,W2,17,75,74.27,17
2024-06-20,P039,Product_39,Electronics,W2,17,81,752.97,15
2024-06-20,P040,Product_40,Clothing,W2,31,62,88.9,35
2024-06-20,P041,Product_41,Clothing,W2,36,62,71.5,37
2024-06-20,P042,Product_42,Electronics,W1,11,96,524.48,11
2024-06-20,P043,Product_43,Clothing,W1,19,82,231.74,17
2024-06-20,P044,Product_44,Clothing,W1,24,82,37.99,36
2024-06-20,P045,Product_45,Stationery,W2,24,80,119.14,33
2024-06-20,P046,Product_46,Groceries,W2,9,85,58.63,11
2024-06-20,P047,Product_47,Stationery,W2,23,75,25.17,29
2024-06-20,P048,Product_48,Stationery,W2,1,91,42.1,14
2024-06-20,P049,Product_49,Electronics,W3,21,79,879.89,19
2024-06-20,P050,Product_50,Clothing,W3,28,81,271.9,26
2024-06-21,P001,Product_1,Electronics,W2,20,89,910.97,25
2024-06-21,P002,Product_2,Groceries,W1,49,43,17.4,36
2024-06-21,P003,Product_3,Electronics,W2,48,46,503.99,38
2024-06-21,P004,Product_4,Stationery,W3,12,85,146.42,10
2024-06-21,P005,Product_5,Clothing,W1,40,56,230.84,39
2024-06-21,P006,Product_6,Electronics,W1,7,88,930.52,15
2024-06-21,P007,Product_7,Electronics,W3,28,68,820.29,27
2024-06-21,P008,Product_8,Clothing,W2,29,75,84.31,31
2024-06-21,P009,Product_9,Groceries,W3,17,85,28.25,18
2024-06-21,P010,Product_10,Stationery,W2,29,79,33.92,28
2024-06-21,P011,Product_11,Clothing,W3,14,76,280.39,20
2024-06-21,P012,Product_12,Stationery,W2,29,74,147.22,23
2024-06-21,P013,Product_13,Electronics,W1,12,97,571.49,11
2024-06-21,P014,Product_14,Stationery,W2,30,66,83.23,28
2024-06-21,P015,Product_15,Clothing,W1,25,80,51.05,26
2024-06-21,P016,Product_16,Electronics,W2,43,56,611.3,38
2024-06-21,P017,Product_17,Electronics,W3,4,95,359.76,22
2024-06-21,P018,Product_18,Clothing,W3,21,75,207.3,31
2024-06-21,P019,Product_19,Clothing,W1,44,58,55.05,37
2024-06-21,P020,Product_20,Clothing,W1,10,80,196.82,15
2024-06-21,P021,Product_21,Electronics,W1,22,85,926.68,19
2024-06-21,P022,Product_22,Electronics,W3,34,71,496.53,39
2024-06-21,P023,Product_23,Groceries,W2,31,78,93.77,31
2024-06-21,P024,Product_24,Stationery,W1,16,81,143.95,24
2024-06-21,P025,Product_25,Groceries,W3,42,59,55.14,36
2024-06-21,P026,Product_26,Clothing,W2,25,79,125.2,28
2024-06-21,P027,Product_27,Groceries,W1,29,65,40.67,35
2024-06-21,P028,Product_28,Stationery,W2,25,83,45.15,33
2024-06-21,P029,Product_29,Electronics,W1,11,96,720.36,14
2024-06-21,P030,Product_30,Stationery,W1,43,48,61.27,35
2024-06-21,P031,Product_31,Stationery,W1,36,73,82.9,30
2024-06-21,P032,Product_32,Clothing,W1,34,69,135.23,36
2024-06-21,P033,Product_33,Groceries,W1,46,47,80.91,34
2024-06-21,P034,Product_34,Electronics,W2,9,99,710.36,14
2024-06-21,P035,Product_35,Groceries,W1,9,96,37.34,16
2024-06-21,P036,Product_36,Electronics,W1,13,90,712.18,14
2024-06-21,P037,Product_37,Groceries,W2,33,70,37.61,37
2024-06-21,P038,Product_38,Clothing,W3,28,70,90.36,22
2024-06-21,P039,Product_39,Stationery,W2,4,86,116.28,10
